company_id,company_name,year,industry,region,revenue,net_profit,total_assets,total_liabilities,equity,operating_cash_flow,roe,roa,debt_to_equity_ratio,profit_margin,anomaly_label,credit_rating,audit_opinion,fraud_risk_score,g_index,esg_score,stock_volatility,market_cap,ownership_type,risk_category,audit_firm,financial_health_index
SZ765780,Ping An Financial Holdings,2023,Financial Services,Hebei,15486.82,3924.27,20122.89,9226.24,10896.65,3830.65,36.01,19.5,0.85,25.34,0,AAA,Standard,0.81,6,69,0.28,29164.28,Private,High,Local Tier 1,0.28
SZ537459,China National Steel Corp.,2023,Manufacturing,Sichuan,9647.59,1417.91,17844.78,7282.9,10561.88,1296.71,13.42,7.95,0.69,14.7,0,BBB,Standard,0.67,3,44,0.19,27598.77,SOE,Medium,Local Tier 1,0.11
SZ769705,ICBC Capital Group,2023,Financial Services,Shanghai,10221.78,1964.28,17313.24,9354.56,7958.680000000002,1690.77,24.68,11.35,1.18,19.22,0,BB,Standard,0.38,3,83,0.56,26029.98,SOE,Low,Local Tier 1,0.18
SZ961457,ICBC Capital Group,2023,Financial Services,Shanghai,10856.51,2197.77,21584.38,14044.81,7539.5700000000015,2081.75,29.15,10.18,1.86,20.24,0,BBB,Standard,0.45,2,65,0.04,39858.5,SOE,Medium,Local Tier 2,0.2
SH885941,Alibaba Commerce Ltd.,2023,Retail & E-commerce,Hebei,9751.3,1945.8,15187.53,10133.66,5053.870000000001,1821.62,38.5,12.81,2.01,19.95,0,BBB,Standard,0.61,4,87,0.4,23550.35,Private,Medium,Local Tier 1,0.26
SH101109,Baidu AI Systems,2023,Technology,Zhejiang,8238.47,1184.18,15733.08,7216.14,8516.939999999999,1234.16,13.9,7.53,0.85,14.37,0,AA,Standard,0.73,9,78,0.17,27865.26,Private,High,Big4,0.11
SZ124692,Sichuan Organic Farming Ltd.,2023,Agriculture,Sichuan,9974.14,-696.34,14382.84,7618.21,6764.63,-728.92,-10.29,-4.84,1.13,-6.98,1,B,Standard,0.76,7,47,0.11,24376.36,Private,High,Local Tier 1,-0.08
SH609221,Tencent Cloud Holdings,2023,Technology,Sichuan,8882.75,424.62,14034.66,8567.67,5466.99,388.95,7.77,3.03,1.57,4.78,0,A,Standard,0.43,10,78,0.39,27233.79,SOE,Medium,Local Tier 1,0.05
SZ131840,China Grain Supply Chain,2023,Agriculture,Guangdong,8638.24,1401.3,14905.12,7465.41,7439.710000000001,1500.38,18.84,9.4,1.0,16.22,0,BBB,Disclaimer,0.27,5,55,0.01,21200.19,Private,Low,Local Tier 1,0.14
SH472989,China National Steel Corp.,2023,Manufacturing,Shenzhen,10607.54,2810.62,20907.21,12577.29,8329.919999999998,2592.25,33.74,13.44,1.51,26.5,0,AA,Standard,0.44,3,51,0.14,32679.51,SOE,Medium,Local Tier 1,0.24
SZ555655,Bank of China Trust,2023,Financial Services,Shenzhen,4102.51,809.26,7243.23,2629.39,4613.84,887.12,17.54,11.17,0.57,19.73,0,BBB,Standard,0.96,7,91,0.47,12625.12,Private,High,Local Tier 2,0.14
SZ836278,Wanda Commercial Towers,2023,Real Estate,Hebei,11766.47,3121.41,23982.6,13777.68,10204.919999999998,2930.36,30.59,13.02,1.35,26.53,0,AAA,Qualified,0.48,3,62,0.48,38133.75,Private,Medium,Local Tier 1,0.22
SZ897696,Alibaba Commerce Ltd.,2023,Retail & E-commerce,Hebei,12151.48,1979.42,19684.66,6091.79,13592.869999999999,2132.11,14.56,10.06,0.45,16.29,0,B,Standard,0.82,8,59,0.41,23946.81,Private,High,Local Tier 1,0.12
SH350831,Sichuan Organic Farming Ltd.,2023,Agriculture,Shenzhen,13303.95,2709.62,16435.65,11497.47,4938.180000000002,2720.93,54.87,16.49,2.33,20.37,0,BB,Standard,0.14,5,80,0.1,32155.83,Private,Low,Local Tier 1,0.36
SH716775,SinoMach Robotics,2023,Manufacturing,Shenzhen,7188.51,2416.27,15359.33,9664.93,5694.4,2059.64,42.43,15.73,1.7,33.61,0,BBB,Standard,0.64,5,53,0.16,29610.14,Private,Medium,Big4,0.29
SZ663697,Bank of China Trust,2023,Financial Services,Sichuan,11794.43,2546.96,21195.19,10817.6,10377.589999999998,2285.15,24.54,12.02,1.04,21.59,0,A,Qualified,0.59,7,52,0.2,32490.93,SOE,Medium,Local Tier 2,0.18
SZ252406,China Grain Supply Chain,2023,Agriculture,Shanghai,8996.9,2035.85,16855.94,5434.59,11421.349999999999,1873.15,17.82,12.08,0.48,22.63,0,C,Qualified,0.15,8,58,0.37,21380.41,Foreign JV,Low,Big4,0.15
SZ551425,JD Global Mall,2023,Retail & E-commerce,Beijing,9100.27,1904.8,15106.41,8506.48,6599.93,2041.61,28.86,12.61,1.29,20.93,0,A,Standard,0.73,10,61,0.43,20163.21,Foreign JV,High,Local Tier 2,0.21
SZ911041,Tencent Cloud Holdings,2023,Technology,Shanghai,9099.65,2135.5,15372.17,9424.86,5947.3099999999995,1918.72,35.91,13.89,1.58,23.47,0,AAA,Qualified,0.45,7,89,0.3,23421.97,SOE,Medium,Local Tier 1,0.25
SZ818576,Beijing Life Sciences Inc.,2023,Pharmaceuticals,Shanghai,4939.16,470.83,9328.48,6477.86,2850.62,421.49,16.52,5.05,2.27,9.53,0,AA,Qualified,0.67,8,40,0.36,15412.96,SOE,Medium,Big4,0.11
SZ534721,COFCO AgroTech Ltd.,2023,Agriculture,Beijing,9809.25,984.94,13342.33,7895.01,5447.32,1029.75,18.08,7.38,1.45,10.04,0,BBB,Standard,0.35,9,53,0.04,17964.06,SOE,Low,Big4,0.13
SZ247451,CRRC Urban Transit,2023,Transportation,Hebei,7133.36,1108.66,14407.17,6714.59,7692.58,956.74,14.41,7.7,0.87,15.54,0,BBB,Qualified,0.46,3,54,0.29,26331.49,Private,Medium,Big4,0.11
SH149418,Didi Mobility Systems,2023,Transportation,Guangdong,8166.0,840.39,10055.08,4051.58,6003.5,786.93,14.0,8.36,0.67,10.29,0,AAA,Standard,0.51,10,62,0.18,17146.9,Private,Medium,Local Tier 2,0.11
SZ990425,China National Steel Corp.,2023,Manufacturing,Sichuan,8639.3,1799.4,13484.2,9114.23,4369.970000000001,1829.33,41.18,13.34,2.09,20.83,0,AA,Adverse,0.24,9,35,0.29,26403.6,SOE,Low,Big4,0.27
SZ446573,Evergrande Property Dev.,2023,Real Estate,Shanghai,14064.43,3167.25,29602.88,22198.15,7404.73,2751.79,42.77,10.7,3.0,22.52,0,BBB,Standard,0.57,3,47,0.16,45851.48,SOE,Medium,Big4,0.27
SZ848166,China Southern Logistics,2023,Transportation,Sichuan,10636.24,959.12,12773.84,6631.69,6142.150000000001,934.41,15.62,7.51,1.08,9.02,0,AAA,Standard,0.96,6,81,0.17,20746.27,SOE,High,Local Tier 1,0.12
SH769806,Didi Mobility Systems,2023,Transportation,Guangdong,8014.23,-280.41,10204.19,7287.64,2916.55,-277.68,-9.61,-2.75,2.5,-3.5,0,AAA,Standard,0.68,6,62,0.24,13686.2,Private,Medium,Local Tier 1,-0.06
SZ107774,Beijing Life Sciences Inc.,2023,Pharmaceuticals,Hebei,10089.08,1417.42,14677.24,7041.12,7636.12,1550.35,18.56,9.66,0.92,14.05,0,B,Standard,0.86,7,59,0.26,21914.81,Private,High,Local Tier 1,0.14
SZ875834,China Southern Logistics,2023,Transportation,Zhejiang,4637.23,773.21,7898.71,5339.29,2559.42,708.78,30.21,9.79,2.09,16.67,0,BBB,Standard,0.36,9,74,0.26,13140.78,SOE,Low,Local Tier 1,0.2
SZ287935,Guangzhou Pharma Group,2023,Pharmaceuticals,Shenzhen,2757.08,397.66,4131.33,1861.45,2269.88,346.97,17.52,9.63,0.82,14.42,0,A,Standard,0.7,3,41,0.35,5984.44,SOE,Medium,Local Tier 1,0.14
SH440691,China Southern Logistics,2023,Transportation,Beijing,10996.86,3113.37,18957.87,13147.25,5810.619999999999,3016.74,53.58,16.42,2.26,28.31,0,BB,Standard,0.53,1,74,0.34,31259.25,Private,Medium,Local Tier 1,0.35
SZ946656,Guangzhou Pharma Group,2023,Pharmaceuticals,Shenzhen,9335.45,1551.99,15414.79,9109.12,6305.67,1507.98,24.61,10.07,1.44,16.62,0,A,Standard,0.64,3,45,0.31,18876.39,SOE,Medium,Big4,0.17
SZ364398,Evergrande Property Dev.,2023,Real Estate,Zhejiang,6616.08,1745.59,9745.53,2966.74,6778.790000000001,1909.78,25.75,17.91,0.44,26.38,0,AAA,Standard,0.59,1,49,0.25,11972.3,Private,Medium,Local Tier 1,0.22
SZ833741,Guangzhou Pharma Group,2023,Pharmaceuticals,Shenzhen,8387.28,1565.56,18131.25,9786.81,8344.44,1708.59,18.76,8.63,1.17,18.67,0,BBB,Standard,0.0,8,64,0.32,22294.35,SOE,Low,Local Tier 1,0.14
SH537812,JD Global Mall,2023,Retail & E-commerce,Guangdong,8350.07,3761.8,12266.93,4387.11,7879.820000000001,3863.04,47.74,30.67,0.56,45.05,0,BBB,Qualified,0.27,2,75,0.14,22028.7,SOE,Low,Local Tier 2,0.39
SH130796,Sinopec Green Energy,2023,Energy,Beijing,8785.1,926.42,18788.79,6267.85,12520.94,879.27,7.4,4.93,0.5,10.55,0,B,Standard,0.4,3,71,0.09,35125.55,Private,Low,Local Tier 1,0.06
SH133466,Wanda Commercial Towers,2023,Real Estate,Sichuan,6656.46,1431.41,11076.76,4814.93,6261.83,1389.11,22.86,12.92,0.77,21.5,0,AA,Standard,0.36,7,93,0.5,19645.87,SOE,Low,Local Tier 1,0.18
SH670833,Didi Mobility Systems,2023,Transportation,Shenzhen,4907.88,1382.22,8916.46,5482.03,3434.4299999999994,1299.65,40.25,15.5,1.6,28.16,0,AAA,Standard,0.38,5,39,0.19,13677.93,Foreign JV,Low,Local Tier 1,0.28
SZ401344,China National PowerGrid,2023,Energy,Sichuan,8406.37,545.84,15211.3,10712.43,4498.869999999999,546.42,12.13,3.59,2.38,6.49,0,A,Standard,0.95,3,44,0.5,20757.31,Private,High,Local Tier 1,0.08
SH920091,Beijing Life Sciences Inc.,2023,Pharmaceuticals,Beijing,9028.05,1206.94,15421.18,9204.21,6216.970000000001,1137.13,19.41,7.83,1.48,13.37,0,B,Adverse,0.33,10,94,0.09,22756.56,Private,Low,Big4,0.14
SZ964514,Tencent Cloud Holdings,2023,Technology,Zhejiang,10737.43,2880.28,17601.93,11166.96,6434.970000000001,2538.26,44.76,16.36,1.74,26.82,0,A,Standard,0.46,8,76,0.35,28477.84,Private,Medium,Local Tier 1,0.31
SZ629325,Alibaba Commerce Ltd.,2023,Retail & E-commerce,Sichuan,11454.05,3007.4,20458.43,8632.43,11826.0,3216.5,25.43,14.7,0.73,26.26,0,A,Standard,0.46,8,86,0.38,40720.54,Private,Medium,Local Tier 2,0.2
SZ952638,COFCO AgroTech Ltd.,2023,Agriculture,Jiangsu,8880.35,878.56,19004.03,9972.14,9031.89,824.96,9.73,4.62,1.1,9.89,0,A,Standard,0.56,6,51,0.25,32610.61,Private,Medium,Local Tier 1,0.07
SH956281,China National PowerGrid,2023,Energy,Zhejiang,11486.71,1986.63,22387.81,16717.58,5670.23,2009.34,35.04,8.87,2.95,17.3,0,BBB,Standard,0.76,4,62,0.53,28883.12,Foreign JV,High,Local Tier 1,0.22
SZ121661,Vanke Urban Assets,2023,Real Estate,Shanghai,9679.09,1591.79,15590.11,7531.45,8058.660000000001,1647.17,19.75,10.21,0.93,16.45,0,AA,Standard,0.34,6,43,0.52,23679.76,Private,Low,Local Tier 2,0.15
SZ873482,PetroChina Renewables Ltd.,2023,Energy,Beijing,7933.49,550.37,10495.16,6309.94,4185.22,468.35,13.15,5.24,1.51,6.94,0,AAA,Standard,0.62,4,38,0.41,18980.93,Private,Medium,Local Tier 1,0.09
SZ590433,Vanke Urban Assets,2023,Real Estate,Beijing,8632.8,1308.57,14370.92,8699.21,5671.710000000001,1204.01,23.07,9.11,1.53,15.16,0,AAA,Standard,0.79,10,62,0.16,22407.77,Private,High,Local Tier 1,0.16
SZ696220,Ping An Financial Holdings,2023,Financial Services,Sichuan,14080.64,4654.77,19339.77,8414.89,10924.880000000001,5013.09,42.61,24.07,0.77,33.06,0,BBB,Standard,0.8,1,91,0.36,31026.27,Private,High,Local Tier 1,0.33
SZ698853,Sinopharm Biotech,2023,Pharmaceuticals,Jiangsu,6242.34,589.22,9322.2,5251.74,4070.460000000001,625.5,14.48,6.32,1.29,9.44,0,A,Standard,0.64,10,76,0.27,15941.71,Private,Medium,Local Tier 2,0.1
SZ345563,Vanke Urban Assets,2023,Real Estate,Beijing,8299.98,1927.69,10367.35,6436.63,3930.7200000000003,2011.96,49.04,18.59,1.64,23.23,0,B,Adverse,0.18,5,39,0.42,20608.94,SOE,Low,Local Tier 1,0.34
SH320302,Guangzhou Pharma Group,2023,Pharmaceuticals,Beijing,4190.17,571.92,5427.44,1983.1,3444.3399999999997,495.94,16.6,10.54,0.58,13.65,0,AA,Standard,0.35,6,81,0.27,10182.88,SOE,Low,Local Tier 2,0.14
SZ275698,China National Steel Corp.,2023,Manufacturing,Beijing,8530.07,1237.88,10464.12,5216.46,5247.660000000001,1173.17,23.59,11.83,0.99,14.51,0,AAA,Standard,0.57,7,77,0.09,16442.28,SOE,Medium,Local Tier 1,0.18
SH884089,Beijing Life Sciences Inc.,2023,Pharmaceuticals,Sichuan,4072.49,360.42,5761.67,4299.82,1461.8500000000004,313.42,24.66,6.26,2.94,8.85,0,AAA,Adverse,0.45,10,77,0.12,8438.77,SOE,Medium,Local Tier 1,0.15
SH487978,ICBC Capital Group,2023,Financial Services,Jiangsu,2754.97,516.51,4427.47,2702.3,1725.17,559.93,29.94,11.67,1.57,18.75,0,AAA,Standard,0.62,7,68,0.32,7871.87,SOE,Medium,Local Tier 1,0.21
SH622002,Baidu AI Systems,2023,Technology,Guangdong,14014.12,2887.16,24996.58,7553.34,17443.24,2699.36,16.55,11.55,0.43,20.6,0,A,Standard,0.3,7,54,0.17,31133.13,Private,Low,Local Tier 1,0.14
SH322685,Bank of China Trust,2023,Financial Services,Jiangsu,10817.08,1924.85,21743.4,7608.75,14134.650000000001,1891.47,13.62,8.85,0.54,17.79,0,A,Standard,0.75,4,72,0.59,32912.65,Private,High,Local Tier 1,0.11
SZ782651,ZTE Semicon Co.,2023,Technology,Shanghai,6677.65,1611.13,10950.55,3542.8,7407.749999999999,1421.97,21.75,14.71,0.48,24.13,0,A,Adverse,0.64,7,87,0.07,17999.75,Private,Medium,Local Tier 1,0.18
SZ877749,Sinopec Green Energy,2023,Energy,Shanghai,8016.43,1087.61,15329.44,8285.09,7044.35,947.77,15.44,7.09,1.18,13.57,0,BBB,Standard,0.33,2,59,0.15,23083.1,SOE,Low,Local Tier 1,0.11
SH230615,Vanke Urban Assets,2023,Real Estate,Guangdong,8971.27,1682.49,11313.32,5738.59,5574.73,1450.35,30.18,14.87,1.03,18.75,0,A,Qualified,0.95,8,91,0.03,17565.87,SOE,High,Big4,0.23
SZ843647,Evergrande Property Dev.,2023,Real Estate,Sichuan,8038.87,885.11,12088.08,8174.62,3913.46,939.8,22.62,7.32,2.09,11.01,0,BB,Standard,0.82,7,37,0.3,19761.37,SOE,High,Local Tier 2,0.15
SZ443192,CRRC Urban Transit,2023,Transportation,Shanghai,8307.63,641.86,11363.48,7779.9,3583.58,691.82,17.91,5.65,2.17,7.73,0,AA,Standard,0.76,5,85,0.25,14041.28,SOE,High,Local Tier 1,0.12
SZ525736,Tencent Cloud Holdings,2023,Technology,Shanghai,11129.4,2668.86,15353.28,5071.57,10281.710000000001,2847.31,25.96,17.38,0.49,23.98,0,BBB,Standard,0.31,5,81,0.21,27621.55,SOE,Low,Local Tier 1,0.22
SZ648532,CRRC Urban Transit,2023,Transportation,Sichuan,11973.86,2788.3,15302.84,9529.36,5773.48,2477.73,48.29,18.22,1.65,23.29,0,AAA,Qualified,0.62,8,63,0.29,20399.73,SOE,Medium,Local Tier 1,0.33
SZ787949,Evergrande Property Dev.,2023,Real Estate,Beijing,6860.25,1137.96,13739.5,9215.65,4523.85,1176.78,25.15,8.28,2.04,16.59,0,AA,Adverse,0.71,2,43,0.49,21107.54,SOE,High,Big4,0.17
SZ199932,Wanda Commercial Towers,2023,Real Estate,Zhejiang,12880.96,3510.86,21445.01,11019.74,10425.269999999999,3428.44,33.68,16.37,1.06,27.26,0,AA,Standard,0.58,2,70,0.72,34383.88,Private,Medium,Local Tier 2,0.25
SZ761134,Vanke Urban Assets,2023,Real Estate,Shanghai,16246.54,5053.48,26911.82,16857.57,10054.25,4808.69,50.26,18.78,1.68,31.1,0,AAA,Standard,0.63,9,77,0.3,49456.45,Private,Medium,Big4,0.35
SH409177,CRRC Urban Transit,2023,Transportation,Jiangsu,5354.39,930.73,9738.04,3275.32,6462.720000000001,807.99,14.4,9.56,0.51,17.38,0,AA,Standard,0.66,7,85,0.52,12413.12,Foreign JV,Medium,Local Tier 1,0.12
SH758517,China Grain Supply Chain,2023,Agriculture,Guangdong,9080.7,193.71,16800.26,8457.24,8343.019999999999,177.12,2.32,1.15,1.01,2.13,0,AA,Adverse,0.52,7,78,0.29,30668.91,Private,Medium,Local Tier 2,0.02
SZ902568,Evergrande Property Dev.,2023,Real Estate,Beijing,7715.13,2367.88,13095.26,8701.56,4393.700000000001,2103.17,53.89,18.08,1.98,30.69,0,AAA,Standard,0.2,7,36,0.21,22159.53,Foreign JV,Low,Local Tier 1,0.36
SH763789,ZTE Semicon Co.,2023,Technology,Guangdong,15480.89,3374.0,24102.17,17700.39,6401.779999999999,3038.67,52.7,14.0,2.76,21.79,0,BBB,Standard,0.66,1,61,0.27,45750.38,Private,Medium,Local Tier 1,0.33
SH683786,Baidu AI Systems,2023,Technology,Sichuan,10483.23,3289.65,16483.32,4965.96,11517.36,2915.05,28.56,19.96,0.43,31.38,0,C,Standard,0.73,9,57,0.53,21101.17,SOE,High,Local Tier 1,0.24
SH725148,SinoMach Robotics,2023,Manufacturing,Shanghai,8314.71,1512.28,13015.17,7933.51,5081.66,1614.43,29.76,11.62,1.56,18.19,0,A,Standard,0.54,2,75,0.5,15764.2,Private,Medium,Local Tier 1,0.21
SZ839778,JD Global Mall,2023,Retail & E-commerce,Shenzhen,5495.15,-124.69,8027.41,4939.86,3087.55,-130.4,-4.04,-1.55,1.6,-2.27,0,AA,Standard,0.49,4,54,0.33,11581.98,Private,Medium,Local Tier 1,-0.03
SH552630,Tencent Cloud Holdings,2023,Technology,Sichuan,10074.24,2403.97,21454.37,13803.36,7651.009999999998,2185.46,31.42,11.21,1.8,23.86,0,BB,Standard,0.65,10,54,0.06,28005.58,Foreign JV,Medium,Local Tier 2,0.21
SH579906,China National PowerGrid,2023,Energy,Hebei,8225.41,-397.99,12895.38,6205.12,6690.259999999999,-399.63,-5.95,-3.09,0.93,-4.84,0,AA,Adverse,0.55,4,87,0.2,21644.79,Foreign JV,Medium,Big4,-0.05
SH359864,COFCO AgroTech Ltd.,2023,Agriculture,Zhejiang,3494.2,541.12,7249.0,2377.08,4871.92,518.94,11.11,7.46,0.49,15.49,0,A,Standard,0.47,1,49,0.1,12165.55,Foreign JV,Medium,Local Tier 1,0.09
SZ999581,Guangzhou Pharma Group,2023,Pharmaceuticals,Jiangsu,8303.94,898.92,11903.95,8554.45,3349.5,774.69,26.84,7.55,2.55,10.83,0,AAA,Standard,0.45,6,86,0.46,18855.29,Foreign JV,Medium,Local Tier 2,0.17
SH711653,COFCO AgroTech Ltd.,2023,Agriculture,Sichuan,2271.83,596.2,4642.6,2212.39,2430.2100000000005,619.22,24.53,12.84,0.91,26.24,0,BBB,Standard,0.81,5,77,0.56,8496.98,SOE,High,Big4,0.19
SZ917339,China Southern Logistics,2023,Transportation,Shenzhen,8016.8,1567.72,15727.04,7484.33,8242.710000000001,1704.84,19.02,9.97,0.91,19.56,0,AA,Standard,0.31,7,39,0.11,23982.72,Private,Low,Big4,0.14
SZ535474,SinoMach Robotics,2023,Manufacturing,Shenzhen,5816.1,1244.2,12317.83,9154.72,3163.1100000000006,1339.8,39.33,10.1,2.89,21.39,0,C,Standard,0.16,9,94,0.56,18668.15,SOE,Low,Big4,0.25
SH779946,ICBC Capital Group,2023,Financial Services,Sichuan,7507.98,516.31,12654.69,8920.39,3734.300000000001,562.92,13.83,4.08,2.39,6.88,0,A,Standard,0.61,4,46,0.38,15529.05,Foreign JV,Medium,Local Tier 1,0.09
SH930966,ZTE Semicon Co.,2023,Technology,Jiangsu,4938.64,1545.98,6502.33,3880.6,2621.73,1365.24,58.97,23.78,1.48,31.3,0,AAA,Qualified,0.65,8,48,0.1,8424.47,Private,Medium,Local Tier 1,0.41
SH511121,Bank of China Trust,2023,Financial Services,Shenzhen,8562.2,239.45,11601.21,6665.58,4935.629999999999,252.83,4.85,2.06,1.35,2.8,0,AAA,Standard,0.66,2,71,0.49,15511.85,Private,Medium,Local Tier 2,0.03
SZ544293,Vanke Urban Assets,2023,Real Estate,Sichuan,5106.2,653.91,7609.92,5669.39,1940.5299999999997,633.01,33.7,8.59,2.92,12.81,0,AAA,Standard,0.59,9,81,0.37,14946.67,Private,Medium,Local Tier 1,0.21
SZ698843,Alibaba Commerce Ltd.,2023,Retail & E-commerce,Shanghai,5207.74,732.83,6648.97,3695.39,2953.5800000000004,738.42,24.81,11.02,1.25,14.07,0,AA,Standard,0.6,3,71,0.38,12969.45,SOE,Medium,Big4,0.18
SH684342,ICBC Capital Group,2023,Financial Services,Guangdong,11018.36,2165.49,23048.37,13404.64,9643.73,2138.66,22.45,9.4,1.39,19.65,0,AA,Standard,0.08,1,72,0.32,40411.55,SOE,Low,Local Tier 2,0.16
SZ731037,Sinopharm Biotech,2023,Pharmaceuticals,Shanghai,3431.71,579.98,5151.03,3628.47,1522.56,499.11,38.09,11.26,2.38,16.9,0,A,Standard,0.39,5,36,0.27,6638.28,SOE,Low,Local Tier 1,0.25
SH754375,Ping An Financial Holdings,2023,Financial Services,Shenzhen,9467.04,2828.07,17758.37,12366.32,5392.049999999999,2597.95,52.45,15.93,2.29,29.87,0,AA,Standard,0.57,7,47,0.2,28571.76,Private,Medium,Local Tier 1,0.34
SZ713622,Bank of China Trust,2023,Financial Services,Hebei,9472.44,2683.59,20413.39,6855.49,13557.9,2794.33,19.79,13.15,0.51,28.33,0,BB,Standard,0.43,8,73,0.28,31997.75,SOE,Medium,Local Tier 2,0.16
SZ293444,Haier Precision Ltd.,2023,Manufacturing,Zhejiang,10031.62,801.34,12878.98,7013.87,5865.11,722.58,13.66,6.22,1.2,7.99,0,BBB,Standard,0.75,2,59,0.1,22916.21,SOE,High,Local Tier 2,0.1
SH874492,COFCO AgroTech Ltd.,2023,Agriculture,Shanghai,7714.1,1665.27,10457.67,6576.36,3881.3100000000004,1548.95,42.9,15.92,1.69,21.59,0,A,Standard,0.31,2,47,0.47,16629.0,SOE,Low,Local Tier 2,0.29
SZ217964,Bank of China Trust,2023,Financial Services,Beijing,6080.05,1142.02,9221.04,3311.25,5909.790000000001,974.23,19.32,12.38,0.56,18.78,0,AAA,Standard,0.64,10,94,0.3,12403.38,SOE,Medium,Local Tier 2,0.16
SZ473600,China Southern Logistics,2023,Transportation,Shanghai,8859.38,959.25,19152.69,5858.02,13294.669999999998,846.24,7.22,5.01,0.44,10.83,0,BB,Standard,0.61,6,42,0.24,26723.01,Private,Medium,Local Tier 1,0.06
SH130594,Tencent Cloud Holdings,2023,Technology,Zhejiang,12410.5,2682.29,20812.74,8956.3,11856.440000000002,2771.47,22.62,12.89,0.76,21.61,0,AAA,Standard,0.43,10,68,0.32,39443.63,Private,Medium,Big4,0.18
SZ148868,China National Steel Corp.,2023,Manufacturing,Hebei,9160.52,1816.52,14167.99,5959.57,8208.42,1671.46,22.13,12.82,0.73,19.83,0,AA,Standard,0.82,1,71,0.37,21131.99,SOE,High,Local Tier 2,0.17
SZ680568,Alibaba Commerce Ltd.,2023,Retail & E-commerce,Shenzhen,7906.06,1237.02,16226.05,7246.85,8979.199999999999,1121.06,13.78,7.62,0.81,15.65,0,A,Standard,0.66,1,37,0.38,29027.13,Private,Medium,Local Tier 1,0.11
SH788163,ICBC Capital Group,2023,Financial Services,Beijing,10904.43,3133.47,14685.91,9670.21,5015.700000000001,3059.56,62.47,21.34,1.93,28.74,0,AAA,Qualified,0.49,7,89,0.35,21230.38,Private,Medium,Local Tier 2,0.42
SZ468476,Sinopec Green Energy,2023,Energy,Jiangsu,6180.8,1205.88,10379.25,6640.33,3738.92,1029.53,32.25,11.62,1.78,19.51,0,BBB,Standard,1.0,10,74,0.13,19567.83,Private,High,Local Tier 2,0.22
SH789338,Vanke Urban Assets,2023,Real Estate,Jiangsu,9666.8,1014.0,17512.78,11201.45,6311.329999999998,1085.04,16.07,5.79,1.77,10.49,0,AA,Standard,0.94,3,50,0.35,30570.76,Private,High,Local Tier 1,0.11
SZ258807,Didi Mobility Systems,2023,Transportation,Sichuan,5158.48,1023.19,10614.8,4022.23,6592.57,995.37,15.52,9.64,0.61,19.84,0,AA,Standard,0.2,7,57,0.19,16587.68,Private,Low,Local Tier 2,0.13
SH783050,ICBC Capital Group,2023,Financial Services,Shanghai,12196.12,3039.56,22450.1,7496.68,14953.419999999998,2758.15,20.33,13.54,0.5,24.92,0,BBB,Standard,0.33,10,36,0.28,39247.02,SOE,Low,Local Tier 1,0.17
SH652228,Sichuan Organic Farming Ltd.,2023,Agriculture,Beijing,5004.49,600.33,6539.78,2896.76,3643.0199999999995,625.94,16.48,9.18,0.8,12.0,0,A,Standard,0.35,8,42,0.31,8588.6,Private,Low,Local Tier 1,0.13
SH585375,Bank of China Trust,2023,Financial Services,Zhejiang,9968.79,1961.9,15605.24,11070.62,4534.619999999999,1690.5,43.26,12.57,2.44,19.68,0,AAA,Standard,0.77,4,83,0.05,24571.89,SOE,High,Local Tier 1,0.28
SH506027,CRRC Urban Transit,2023,Transportation,Zhejiang,12193.86,1356.37,22577.58,8805.77,13771.810000000001,1279.03,9.85,6.01,0.64,11.12,0,BB,Standard,0.61,9,49,0.47,27188.23,Foreign JV,Medium,Local Tier 1,0.08
SH586552,China Grain Supply Chain,2023,Agriculture,Sichuan,6501.4,991.93,14140.65,5266.91,8873.74,915.56,11.18,7.01,0.59,15.26,0,BBB,Standard,0.48,6,38,0.27,19748.99,Private,Medium,Big4,0.09
SZ821376,CRRC Urban Transit,2023,Transportation,Sichuan,6521.97,1389.73,10639.48,5205.55,5433.929999999999,1500.03,25.58,13.06,0.96,21.31,0,BBB,Standard,0.31,6,43,0.6,20574.8,Private,Low,Local Tier 2,0.19
SZ853645,Alibaba Commerce Ltd.,2023,Retail & E-commerce,Shenzhen,6124.11,1889.01,10019.11,4769.24,5249.870000000001,2048.67,35.98,18.85,0.91,30.85,0,AAA,Standard,0.55,8,74,0.25,12519.72,SOE,Medium,Local Tier 1,0.27
SZ915871,Suning Group Co.,2023,Retail & E-commerce,Hebei,6541.93,549.77,9374.11,3370.05,6004.06,480.49,9.16,5.86,0.56,8.4,0,AAA,Standard,0.27,7,82,0.29,15922.77,SOE,Low,Local Tier 2,0.08
SZ867139,China National Steel Corp.,2023,Manufacturing,Shenzhen,2567.67,278.2,5192.17,2928.98,2263.19,285.24,12.29,5.36,1.29,10.83,0,A,Qualified,0.24,10,72,0.07,7542.3,Private,Low,Local Tier 1,0.09
SH382581,Sinopharm Biotech,2023,Pharmaceuticals,Zhejiang,1416.27,113.88,2478.08,1466.98,1011.0999999999999,115.06,11.26,4.6,1.45,8.04,0,A,Adverse,0.83,8,57,0.12,4684.97,Foreign JV,High,Big4,0.08
SZ206602,Suning Group Co.,2023,Retail & E-commerce,Sichuan,8327.74,3109.8,12621.12,8623.14,3997.9800000000014,2916.77,77.78,24.64,2.16,37.34,0,A,Standard,0.24,6,71,0.19,18546.88,Private,Low,Big4,0.51
